SM,Page,Address,City,Country,Latitude,Longitude
True Zone,62,11 rue Bouchardon,Paris,France,48.8700107,2.3572947
True Zone,58,20 boulevard Bonne-Nouvelle,Paris,France,48.8701205,2.350696
True Zone,72,boulevard de la Chapelle,Paris,France,48.884478,2.358767
True Zone,47,rue Arthur-Groussier,Paris,France,48.871983,2.370686
True Zone,129,rue Guy-Patin,Paris,France,48.882898,2.351186
Votive Offering,61,34 Impasse Bonne-Nouvelle,Paris,France,48.870433,2.350629
Votive Offering,223,38 boulevard de Strasbourg,Paris,France,48.8723496,2.3559317
Votive Offering,115,46 Faubourg Poissonnière,Paris,France,48.8742498,2.3479548
Votive Offering,59,Impasse Bonne-Nouvelle,Paris,France,48.870433,2.350629
Votive Offering,41,rue Albert-Camus,Paris,France,48.877879,2.368881
Votive Offering,95,rue des Deux-Gares,Paris,France,48.878426,2.357619
